STATION,NAME,DATE,PRCP,TMAX,TMIN,TOBS
USC00420086,"ALTON, UT US",3/12/55,0,52,20,47
USC00420086,"ALTON, UT US",3/13/55,0,52,25,35
USC00420086,"ALTON, UT US",3/14/55,0,51,26,35
USC00420086,"ALTON, UT US",3/15/55,0,42,17,32
USC00420086,"ALTON, UT US",3/16/55,0,36,14,32
USC00420086,"ALTON, UT US",3/17/55,0,45,11,23
USC00420086,"ALTON, UT US",3/18/55,0,42,13,32
USC00420086,"ALTON, UT US",3/19/55,0,45,13,35
USC00420086,"ALTON, UT US",3/20/55,0,35,10,10
USC00420086,"ALTON, UT US",3/21/55,0,32,7,20
USC00420086,"ALTON, UT US",3/22/55,0,47,15,28
USC00420086,"ALTON, UT US",3/23/55,0,52,21,29
USC00420086,"ALTON, UT US",3/24/55,0,56,26,45
USC00420086,"ALTON, UT US",3/25/55,0,53,33,33
USC00420086,"ALTON, UT US",3/26/55,0,52,32,30
USC00420086,"ALTON, UT US",3/27/55,0,50,30,28
USC00420086,"ALTON, UT US",3/28/55,0,43,24,26
USC00420086,"ALTON, UT US",3/29/55,0,57,22,42
USC00420086,"ALTON, UT US",3/30/55,0,46,25,25
USC00420086,"ALTON, UT US",3/31/55,0,40,20,32
USC00420086,"ALTON, UT US",4/1/55,0,58,20,48
USC00420086,"ALTON, UT US",4/2/55,0,48,18,40
USC00420086,"ALTON, UT US",4/3/55,0,42,10,19
USC00420086,"ALTON, UT US",4/4/55,0,40,8,25
USC00420086,"ALTON, UT US",4/5/55,0,47,16,36
USC00420086,"ALTON, UT US",4/6/55,0,49,21,36
USC00420086,"ALTON, UT US",4/7/55,0,58,21,34
USC00420086,"ALTON, UT US",4/8/55,0,67,22,52
USC00420086,"ALTON, UT US",4/9/55,0,64,23,50
USC00420086,"ALTON, UT US",4/10/55,0,65,23,53
USC00420086,"ALTON, UT US",4/11/55,0,53,21,38
USC00420086,"ALTON, UT US",4/12/55,0,56,25,49
USC00420086,"ALTON, UT US",4/13/55,0,63,25,49
USC00420086,"ALTON, UT US",4/14/55,0,62,35,38
USC00420086,"ALTON, UT US",4/15/55,0,63,31,39
USC00420086,"ALTON, UT US",4/16/55,0,60,30,48
USC00420086,"ALTON, UT US",4/17/55,0.12,55,34,44
USC00420086,"ALTON, UT US",4/18/55,0,55,28,30
USC00420086,"ALTON, UT US",4/19/55,0,47,13,42
USC00420086,"ALTON, UT US",4/20/55,0,55,20,39
USC00420086,"ALTON, UT US",4/21/55,0,59,28,40
USC00420086,"ALTON, UT US",4/22/55,0,50,25,38
USC00420086,"ALTON, UT US",4/23/55,0,55,26,36
USC00420086,"ALTON, UT US",4/24/55,0,63,30,45
USC00420086,"ALTON, UT US",4/25/55,0,63,33,48
USC00420086,"ALTON, UT US",4/26/55,0,55,27,27
USC00420086,"ALTON, UT US",4/27/55,0,51,19,31
USC00420086,"ALTON, UT US",4/28/55,0,62,20,52
USC00420086,"ALTON, UT US",4/29/55,0,65,34,55
USC00420086,"ALTON, UT US",4/30/55,0,65,39,56
USC00420086,"ALTON, UT US",5/1/55,0,,,
USC00420086,"ALTON, UT US",5/2/55,0.07,,,
USC00420086,"ALTON, UT US",5/3/55,0,,,
USC00420086,"ALTON, UT US",5/4/55,0,,,
USC00420086,"ALTON, UT US",5/5/55,0,,,
USC00420086,"ALTON, UT US",5/6/55,0,,,
USC00420086,"ALTON, UT US",5/7/55,0.15,,,
USC00420086,"ALTON, UT US",5/8/55,0,,,
USC00420086,"ALTON, UT US",5/9/55,0,,,
USC00420086,"ALTON, UT US",5/10/55,0,,,
USC00420086,"ALTON, UT US",5/11/55,0,,,
USC00420086,"ALTON, UT US",5/12/55,0,,,
USC00420086,"ALTON, UT US",5/13/55,0,,,
USC00420086,"ALTON, UT US",5/14/55,0,,,
USC00420086,"ALTON, UT US",5/15/55,0.04,,,
USC00420086,"ALTON, UT US",5/16/55,0,,,
USC00420086,"ALTON, UT US",5/17/55,0,,,
USC00420086,"ALTON, UT US",5/18/55,0,,,
USC00420086,"ALTON, UT US",5/19/55,0,,,
USC00420086,"ALTON, UT US",5/20/55,0,,,
USC00420086,"ALTON, UT US",5/21/55,0,,,
USC00420086,"ALTON, UT US",5/22/55,0.06,,,
USC00420086,"ALTON, UT US",5/23/55,0.04,,,
USC00420086,"ALTON, UT US",5/24/55,0,,,
USC00420086,"ALTON, UT US",5/25/55,0,,,
USC00420086,"ALTON, UT US",5/26/55,0,,,
USC00420086,"ALTON, UT US",5/27/55,0,,,
USC00420086,"ALTON, UT US",5/28/55,0,,,
USC00420086,"ALTON, UT US",5/29/55,0,,,
USC00420086,"ALTON, UT US",5/30/55,0.07,,,
USC00420086,"ALTON, UT US",5/31/55,0,,,
USC00420086,"ALTON, UT US",6/1/55,0.04,59,30,42
USC00420086,"ALTON, UT US",6/2/55,0,58,23,40
USC00420086,"ALTON, UT US",6/3/55,0,67,31,49
USC00420086,"ALTON, UT US",6/4/55,0,67,42,48
USC00420086,"ALTON, UT US",6/5/55,0,76,39,62
USC00420086,"ALTON, UT US",6/6/55,0,82,44,66
USC00420086,"ALTON, UT US",6/7/55,0,89,45,70
USC00420086,"ALTON, UT US",6/8/55,0,87,53,61
USC00420086,"ALTON, UT US",6/9/55,0,89,49,64
USC00420086,"ALTON, UT US",6/10/55,0,70,41,52
USC00420086,"ALTON, UT US",6/11/55,0,77,43,57
USC00420086,"ALTON, UT US",6/12/55,0,72,45,53
USC00420086,"ALTON, UT US",6/13/55,0.32,57,39,45
USC00420086,"ALTON, UT US",6/14/55,0.03,65,40,51
USC00420086,"ALTON, UT US",6/15/55,0,63,41,57
USC00420086,"ALTON, UT US",6/16/55,0,63,41,53
USC00420086,"ALTON, UT US",6/17/55,0,72,40,52
USC00420086,"ALTON, UT US",6/18/55,0,76,43,53
USC00420086,"ALTON, UT US",6/19/55,0,71,41,51
USC00420086,"ALTON, UT US",6/20/55,0,81,43,56
USC00420086,"ALTON, UT US",6/21/55,0,85,43,65
USC00420086,"ALTON, UT US",6/22/55,0,87,47,60
USC00420086,"ALTON, UT US",6/23/55,0,84,53,56
USC00420086,"ALTON, UT US",6/24/55,0,78,50,51
USC00420086,"ALTON, UT US",6/25/55,0,73,51,53
USC00420086,"ALTON, UT US",6/26/55,0,74,40,50
USC00420086,"ALTON, UT US",6/27/55,0,75,44,55
USC00420086,"ALTON, UT US",6/28/55,0,76,42,63
USC00420086,"ALTON, UT US",6/29/55,0,72,45,52
USC00420086,"ALTON, UT US",6/30/55,0,75,40,55
USC00420086,"ALTON, UT US",7/1/55,0,77,44,65
USC00420086,"ALTON, UT US",7/2/55,0,78,45,50
USC00420086,"ALTON, UT US",7/3/55,0,78,43,57
USC00420086,"ALTON, UT US",7/4/55,0,79,44,52
USC00420086,"ALTON, UT US",7/5/55,0,78,43,50
USC00420086,"ALTON, UT US",7/6/55,0,78,46,50
USC00420086,"ALTON, UT US",7/7/55,0,79,42,56
USC00420086,"ALTON, UT US",7/8/55,0,80,38,59
USC00420086,"ALTON, UT US",7/9/55,0,82,49,54
USC00420086,"ALTON, UT US",7/10/55,0,81,46,68
USC00420086,"ALTON, UT US",7/11/55,0,79,53,60
USC00420086,"ALTON, UT US",7/12/55,0,85,45,63
USC00420086,"ALTON, UT US",7/13/55,0,91,52,67
USC00420086,"ALTON, UT US",7/14/55,0,90,57,69
USC00420086,"ALTON, UT US",7/15/55,0.41,86,55,63
USC00420086,"ALTON, UT US",7/16/55,0,84,57,69
USC00420086,"ALTON, UT US",7/17/55,0.5,84,54,63
USC00420086,"ALTON, UT US",7/18/55,0,84,53,70
USC00420086,"ALTON, UT US",7/19/55,0.42,79,52,58
USC00420086,"ALTON, UT US",7/20/55,0,81,50,75
USC00420086,"ALTON, UT US",7/21/55,0.33,78,55,59
USC00420086,"ALTON, UT US",7/22/55,0,84,56,62
USC00420086,"ALTON, UT US",7/23/55,0,85,58,59
USC00420086,"ALTON, UT US",7/24/55,0,75,59,59
USC00420086,"ALTON, UT US",7/25/55,0.43,71,50,64
USC00420086,"ALTON, UT US",7/26/55,0,75,50,58
USC00420086,"ALTON, UT US",7/27/55,0,76,47,59
USC00420086,"ALTON, UT US",7/28/55,0,80,50,60
USC00420086,"ALTON, UT US",7/29/55,0,83,50,59
USC00420086,"ALTON, UT US",7/30/55,0.13,83,54,67
USC00420086,"ALTON, UT US",7/31/55,0,80,56,66
USC00420086,"ALTON, UT US",8/1/55,0,91,51,60
USC00420086,"ALTON, UT US",8/2/55,0.2,87,56,66
USC00420086,"ALTON, UT US",8/3/55,0.57,84,52,57
USC00420086,"ALTON, UT US",8/4/55,0.08,77,53,57
USC00420086,"ALTON, UT US",8/5/55,0,78,51,62
USC00420086,"ALTON, UT US",8/6/55,0,80,53,57
USC00420086,"ALTON, UT US",8/7/55,0,81,54,62
USC00420086,"ALTON, UT US",8/8/55,0,83,52,62
USC00420086,"ALTON, UT US",8/9/55,0,83,53,65
USC00420086,"ALTON, UT US",8/10/55,0,85,56,60
USC00420086,"ALTON, UT US",8/11/55,0.09,83,54,63
USC00420086,"ALTON, UT US",8/12/55,0,77,52,57
USC00420086,"ALTON, UT US",8/13/55,0,75,50,57
USC00420086,"ALTON, UT US",8/14/55,0.07,82,50,55
USC00420086,"ALTON, UT US",8/15/55,0,81,50,58
USC00420086,"ALTON, UT US",8/16/55,0,78,54,63
USC00420086,"ALTON, UT US",8/17/55,0.22,77,55,62
USC00420086,"ALTON, UT US",8/18/55,0,77,56,56
USC00420086,"ALTON, UT US",8/19/55,0,83,50,66
USC00420086,"ALTON, UT US",8/20/55,0,87,53,69
USC00420086,"ALTON, UT US",8/21/55,0,87,52,62
USC00420086,"ALTON, UT US",8/22/55,0,86,62,68
USC00420086,"ALTON, UT US",8/23/55,0.67,87,56,57
USC00420086,"ALTON, UT US",8/24/55,0,70,57,59
USC00420086,"ALTON, UT US",8/25/55,1.04,64,50,50
USC00420086,"ALTON, UT US",8/26/55,0,75,48,69
USC00420086,"ALTON, UT US",8/27/55,0,76,46,67
USC00420086,"ALTON, UT US",8/28/55,0,81,59,59
USC00420086,"ALTON, UT US",8/29/55,0,86,52,68
USC00420086,"ALTON, UT US",8/30/55,0,86,54,67
USC00420086,"ALTON, UT US",8/31/55,0,83,50,58
USC00420086,"ALTON, UT US",9/1/55,0,86,45,60
USC00420086,"ALTON, UT US",9/2/55,0,89,49,65
USC00420086,"ALTON, UT US",9/3/55,0,88,50,60
USC00420086,"ALTON, UT US",9/4/55,0,87,50,58
USC00420086,"ALTON, UT US",9/5/55,0,90,47,64
USC00420086,"ALTON, UT US",9/6/55,0,91,55,70
USC00420086,"ALTON, UT US",9/7/55,0,86,52,61
USC00420086,"ALTON, UT US",9/8/55,0,84,51,64
USC00420086,"ALTON, UT US",9/9/55,0,80,50,57
USC00420086,"ALTON, UT US",9/10/55,0,83,47,57
USC00420086,"ALTON, UT US",9/11/55,0,79,47,55
USC00420086,"ALTON, UT US",9/12/55,0,84,47,57
USC00420086,"ALTON, UT US",9/13/55,0,80,49,57
USC00420086,"ALTON, UT US",9/14/55,0,78,52,67
USC00420086,"ALTON, UT US",9/15/55,0,75,50,65
USC00420086,"ALTON, UT US",9/16/55,0,74,48,58
USC00420086,"ALTON, UT US",9/17/55,0,76,45,56
USC00420086,"ALTON, UT US",9/18/55,0.15,67,37,50
USC00420086,"ALTON, UT US",9/19/55,0,65,35,44
USC00420086,"ALTON, UT US",9/20/55,0,68,33,51
USC00420086,"ALTON, UT US",9/21/55,0,71,32,49
USC00420086,"ALTON, UT US",9/22/55,0,75,32,50
USC00420086,"ALTON, UT US",9/23/55,0,71,35,43
USC00420086,"ALTON, UT US",9/24/55,0,70,34,38
USC00420086,"ALTON, UT US",9/25/55,0,65,33,46
USC00420086,"ALTON, UT US",9/26/55,0,67,33,39
USC00420086,"ALTON, UT US",9/27/55,0,70,33,44
USC00420086,"ALTON, UT US",9/28/55,0,68,38,43
USC00420086,"ALTON, UT US",9/29/55,0,71,36,41
USC00420086,"ALTON, UT US",9/30/55,0,73,32,50
USC00420086,"ALTON, UT US",10/1/55,0,77,34,52
USC00420086,"ALTON, UT US",10/2/55,0,74,33,49
USC00420086,"ALTON, UT US",10/3/55,0,74,34,62
USC00420086,"ALTON, UT US",10/4/55,0,67,45,50
USC00420086,"ALTON, UT US",10/5/55,0,69,35,43
USC00420086,"ALTON, UT US",10/6/55,0,67,30,37
USC00420086,"ALTON, UT US",10/7/55,0,68,27,40
USC00420086,"ALTON, UT US",10/8/55,0,71,32,60
USC00420086,"ALTON, UT US",10/9/55,0,73,37,56
USC00420086,"ALTON, UT US",10/10/55,0,70,43,48
USC00420086,"ALTON, UT US",10/11/55,0,72,40,45
USC00420086,"ALTON, UT US",10/12/55,0,76,39,48
USC00420086,"ALTON, UT US",10/13/55,0,75,40,57
USC00420086,"ALTON, UT US",10/14/55,0,76,37,60
USC00420086,"ALTON, UT US",10/15/55,0,76,40,60
USC00420086,"ALTON, UT US",10/16/55,0,77,44,49
USC00420086,"ALTON, UT US",10/17/55,0,75,40,55
USC00420086,"ALTON, UT US",10/18/55,0,70,40,51
USC00420086,"ALTON, UT US",10/19/55,0,65,44,49
USC00420086,"ALTON, UT US",10/20/55,0,65,42,50
USC00420086,"ALTON, UT US",10/21/55,0,64,41,49
USC00420086,"ALTON, UT US",10/22/55,0,62,38,39
USC00420086,"ALTON, UT US",10/23/55,0,67,33,53
USC00420086,"ALTON, UT US",10/24/55,0,64,34,37
USC00420086,"ALTON, UT US",10/25/55,0,68,31,53
USC00420086,"ALTON, UT US",10/26/55,0,68,32,50
USC00420086,"ALTON, UT US",10/27/55,0,50,27,29
USC00420086,"ALTON, UT US",10/28/55,0,68,24,44
USC00420086,"ALTON, UT US",10/29/55,0,65,29,40
USC00420086,"ALTON, UT US",10/30/55,0,68,30,45
USC00420086,"ALTON, UT US",10/31/55,0,60,30,40
USC00420086,"ALTON, UT US",11/1/55,0,56,29,46
USC00420086,"ALTON, UT US",11/2/55,0,61,20,30
USC00420086,"ALTON, UT US",11/3/55,0,59,20,34
USC00420086,"ALTON, UT US",11/4/55,0,62,25,40
USC00420086,"ALTON, UT US",11/5/55,0,69,30,41
USC00420086,"ALTON, UT US",11/6/55,0,63,30,38
USC00420086,"ALTON, UT US",11/7/55,0,52,32,40
USC00420086,"ALTON, UT US",11/8/55,0,63,26,50
USC00420086,"ALTON, UT US",11/9/55,0,62,27,50
USC00420086,"ALTON, UT US",11/10/55,0,65,33,48
USC00420086,"ALTON, UT US",11/11/55,0,62,29,45
USC00420086,"ALTON, UT US",11/12/55,1.32,55,29,39
USC00420086,"ALTON, UT US",11/13/55,0.35,40,32,36
USC00420086,"ALTON, UT US",11/14/55,0.59,43,27,28
USC00420086,"ALTON, UT US",11/15/55,0.25,30,9,10
USC00420086,"ALTON, UT US",11/16/55,0,36,-3,25
USC00420086,"ALTON, UT US",11/17/55,0,32,22,26
USC00420086,"ALTON, UT US",11/18/55,0,43,12,23
USC00420086,"ALTON, UT US",11/19/55,0,56,22,36
USC00420086,"ALTON, UT US",11/20/55,0,58,25,32
USC00420086,"ALTON, UT US",11/21/55,0,55,27,33
USC00420086,"ALTON, UT US",11/22/55,0,34,10,12
USC00420086,"ALTON, UT US",11/23/55,0,40,-1,25
USC00420086,"ALTON, UT US",11/24/55,0.31,44,8,23
USC00420086,"ALTON, UT US",11/25/55,0,49,8,38
USC00420086,"ALTON, UT US",11/26/55,0,54,18,42
USC00420086,"ALTON, UT US",11/27/55,0,51,28,42
USC00420086,"ALTON, UT US",11/28/55,0,57,32,42
USC00420086,"ALTON, UT US",11/29/55,0,51,23,41
USC00420086,"ALTON, UT US",11/30/55,0,48,32,38
USC00420086,"ALTON, UT US",12/1/55,0.48,39,29,32
USC00420086,"ALTON, UT US",12/2/55,0,32,13,24
USC00420086,"ALTON, UT US",12/3/55,0,31,1,20
USC00420086,"ALTON, UT US",12/4/55,0,39,-1,24
USC00420086,"ALTON, UT US",12/5/55,0,35,0,22
USC00420086,"ALTON, UT US",12/6/55,0,34,18,29
USC00420086,"ALTON, UT US",12/7/55,0,41,3,29
USC00420086,"ALTON, UT US",12/8/55,0,46,3,33
USC00420086,"ALTON, UT US",12/9/55,0,40,12,29
USC00420086,"ALTON, UT US",12/10/55,0,39,18,24
USC00420086,"ALTON, UT US",12/11/55,0,48,13,28
USC00420086,"ALTON, UT US",12/12/55,0,52,22,40
USC00420086,"ALTON, UT US",12/13/55,0,54,28,40
USC00420086,"ALTON, UT US",12/14/55,0,53,24,43
USC00420086,"ALTON, UT US",12/15/55,0,52,24,46
USC00420086,"ALTON, UT US",12/16/55,0,48,24,39
USC00420086,"ALTON, UT US",12/17/55,0,46,20,34
USC00420086,"ALTON, UT US",12/18/55,0,46,24,28
USC00420086,"ALTON, UT US",12/19/55,0,48,24,37
USC00420086,"ALTON, UT US",12/20/55,0,52,28,39
USC00420086,"ALTON, UT US",12/21/55,0,53,29,39
USC00420086,"ALTON, UT US",12/22/55,0.1,48,30,37
USC00420086,"ALTON, UT US",12/23/55,0,46,32,38
USC00420086,"ALTON, UT US",12/24/55,0,50,34,38
USC00420086,"ALTON, UT US",12/25/55,0,53,31,43
USC00420086,"ALTON, UT US",12/26/55,0,46,30,40
USC00420086,"ALTON, UT US",12/27/55,0,48,33,37
USC00420086,"ALTON, UT US",12/28/55,0,42,29,36
USC00420086,"ALTON, UT US",12/29/55,0,43,21,33
USC00420086,"ALTON, UT US",12/30/55,0,40,21,32
USC00420086,"ALTON, UT US",12/31/55,0,45,22,24
USC00420086,"ALTON, UT US",1/1/56,0,46,16,26
USC00420086,"ALTON, UT US",1/2/56,0,50,20,38
USC00420086,"ALTON, UT US",1/3/56,0,51,18,39
USC00420086,"ALTON, UT US",1/4/56,0,54,25,36
USC00420086,"ALTON, UT US",1/5/56,0,54,24,37
USC00420086,"ALTON, UT US",1/6/56,0,52,28,36
USC00420086,"ALTON, UT US",1/7/56,0,48,27,37
USC00420086,"ALTON, UT US",1/8/56,0,51,24,36
USC00420086,"ALTON, UT US",1/9/56,0,55,23,51
USC00420086,"ALTON, UT US",1/10/56,0,56,23,39
USC00420086,"ALTON, UT US",1/11/56,0,58,25,50
USC00420086,"ALTON, UT US",1/12/56,0,51,23,43
USC00420086,"ALTON, UT US",1/13/56,0,46,27,34
USC00420086,"ALTON, UT US",1/14/56,0,51,25,32
USC00420086,"ALTON, UT US",1/15/56,0,45,13,30
USC00420086,"ALTON, UT US",1/16/56,0,43,22,33
USC00420086,"ALTON, UT US",1/17/56,0,46,17,30
USC00420086,"ALTON, UT US",1/18/56,0,48,17,35
USC00420086,"ALTON, UT US",1/19/56,0,46,17,36
USC00420086,"ALTON, UT US",1/20/56,0.08,41,20,29
USC00420086,"ALTON, UT US",1/21/56,0,42,17,27
USC00420086,"ALTON, UT US",1/22/56,0,41,19,31
USC00420086,"ALTON, UT US",1/23/56,0,40,20,32
USC00420086,"ALTON, UT US",1/24/56,0.22,41,19,28
USC00420086,"ALTON, UT US",1/25/56,0.4,33,17,32
USC00420086,"ALTON, UT US",1/26/56,0.48,36,30,32
USC00420086,"ALTON, UT US",1/27/56,1.24,36,19,20
USC00420086,"ALTON, UT US",1/28/56,0.1,37,12,27
USC00420086,"ALTON, UT US",1/29/56,0,35,0,27
USC00420086,"ALTON, UT US",1/30/56,0,36,13,27
USC00420086,"ALTON, UT US",1/31/56,0,,,
USC00420086,"ALTON, UT US",2/1/56,0,27,0,13
USC00420086,"ALTON, UT US",2/2/56,0,25,-2,24
USC00420086,"ALTON, UT US",2/3/56,0,32,-2,20
USC00420086,"ALTON, UT US",2/4/56,0,45,12,20
USC00420086,"ALTON, UT US",2/5/56,0,45,13,33
USC00420086,"ALTON, UT US",2/6/56,0.05,44,22,24
USC00420086,"ALTON, UT US",2/7/56,0,31,12,21
USC00420086,"ALTON, UT US",2/8/56,0,26,9,11
USC00420086,"ALTON, UT US",2/9/56,0,37,9,28
USC00420086,"ALTON, UT US",2/10/56,0,45,3,28
USC00420086,"ALTON, UT US",2/11/56,0,48,5,33
USC00420086,"ALTON, UT US",2/12/56,0,50,10,48
USC00420086,"ALTON, UT US",2/13/56,0,50,15,36
USC00420086,"ALTON, UT US",2/14/56,0,48,18,35
USC00420086,"ALTON, UT US",2/15/56,,40,15,30
USC00420086,"ALTON, UT US",2/16/56,,38,12,12
USC00420086,"ALTON, UT US",2/17/56,0,35,-1,20
USC00420086,"ALTON, UT US",2/18/56,0,30,5,18
USC00420086,"ALTON, UT US",2/19/56,0,34,4,18
USC00420086,"ALTON, UT US",2/20/56,0,42,12,25
USC00420086,"ALTON, UT US",2/21/56,0,50,18,37
USC00420086,"ALTON, UT US",2/22/56,0,50,23,36
USC00420086,"ALTON, UT US",2/23/56,,47,33,38
USC00420086,"ALTON, UT US",2/24/56,,42,25,30
USC00420086,"ALTON, UT US",2/25/56,0,39,12,24
USC00420086,"ALTON, UT US",2/26/56,0,30,12,12
USC00420086,"ALTON, UT US",2/27/56,0,42,10,22
USC00420086,"ALTON, UT US",2/28/56,0,44,12,28
USC00420086,"ALTON, UT US",2/29/56,0,46,12,35
USC00420086,"ALTON, UT US",3/1/56,0,48,20,30
USC00420086,"ALTON, UT US",3/2/56,0,52,22,35
USC00420086,"ALTON, UT US",3/3/56,0,55,25,46
USC00420086,"ALTON, UT US",3/4/56,0,56,27,43
USC00420086,"ALTON, UT US",3/5/56,0,53,22,30
USC00420086,"ALTON, UT US",3/6/56,0,35,18,20
USC00420086,"ALTON, UT US",3/7/56,0,43,5,25
USC00420086,"ALTON, UT US",3/8/56,0,55,15,43
USC00420086,"ALTON, UT US",3/9/56,0,55,20,35
USC00420086,"ALTON, UT US",3/10/56,0,58,24,37
USC00420086,"ALTON, UT US",3/11/56,0,37,8,20
USC00420086,"ALTON, UT US",3/12/56,0,30,9,22
USC00420086,"ALTON, UT US",3/13/56,0,48,20,25
USC00420086,"ALTON, UT US",3/14/56,0,37,18,19
USC00420086,"ALTON, UT US",3/15/56,0,45,13,27
USC00420086,"ALTON, UT US",3/16/56,0,59,17,32
USC00420086,"ALTON, UT US",3/17/56,0,63,20,35
USC00420086,"ALTON, UT US",3/18/56,0,62,32,33
USC00420086,"ALTON, UT US",3/19/56,0,50,30,37
USC00420086,"ALTON, UT US",3/20/56,0,58,34,35
USC00420086,"ALTON, UT US",3/21/56,0,61,26,30
USC00420086,"ALTON, UT US",3/22/56,0,62,29,40
USC00420086,"ALTON, UT US",3/23/56,0,65,30,42
USC00420086,"ALTON, UT US",3/24/56,0,71,32,57
USC00420086,"ALTON, UT US",3/25/56,0,65,32,45
USC00420086,"ALTON, UT US",3/26/56,0,63,31,45
USC00420086,"ALTON, UT US",3/27/56,0,46,19,26
USC00420086,"ALTON, UT US",3/28/56,0,56,18,30
USC00420086,"ALTON, UT US",3/29/56,0,61,19,36
USC00420086,"ALTON, UT US",3/30/56,0,62,23,34
USC00420086,"ALTON, UT US",3/31/56,0,60,25,44
USC00420086,"ALTON, UT US",4/1/56,0,45,17,17
USC00420086,"ALTON, UT US",4/2/56,0,42,14,23
USC00420086,"ALTON, UT US",4/3/56,0,50,15,28
USC00420086,"ALTON, UT US",4/4/56,0,58,20,37
USC00420086,"ALTON, UT US",4/5/56,0,60,23,40
USC00420086,"ALTON, UT US",4/6/56,0,62,24,40
USC00420086,"ALTON, UT US",4/7/56,0,64,24,44
USC00420086,"ALTON, UT US",4/8/56,0,54,30,34
USC00420086,"ALTON, UT US",4/9/56,0,63,25,33
USC00420086,"ALTON, UT US",4/10/56,0,62,31,34
USC00420086,"ALTON, UT US",4/11/56,0,50,30,35
USC00420086,"ALTON, UT US",4/12/56,0,60,27,48
USC00420086,"ALTON, UT US",4/13/56,0.08,50,32,35
USC00420086,"ALTON, UT US",4/14/56,0.2,42,24,27
USC00420086,"ALTON, UT US",4/15/56,0,56,26,38
USC00420086,"ALTON, UT US",4/16/56,0,58,25,46
USC00420086,"ALTON, UT US",4/17/56,0,48,33,37
USC00420086,"ALTON, UT US",4/18/56,0.1,55,26,36
USC00420086,"ALTON, UT US",4/19/56,0,56,31,36
USC00420086,"ALTON, UT US",4/20/56,0,58,33,43
USC00420086,"ALTON, UT US",4/21/56,0,70,34,48
USC00420086,"ALTON, UT US",4/22/56,0,72,35,42
USC00420086,"ALTON, UT US",4/23/56,0,69,35,55
USC00420086,"ALTON, UT US",4/24/56,0,67,41,49
USC00420086,"ALTON, UT US",4/25/56,0,66,35,51
USC00420086,"ALTON, UT US",4/26/56,0,60,35,44
USC00420086,"ALTON, UT US",4/27/56,0,50,32,34
USC00420086,"ALTON, UT US",4/28/56,0,59,30,42
USC00420086,"ALTON, UT US",4/29/56,0,63,32,39
USC00420086,"ALTON, UT US",4/30/56,0,60,34,43
USC00420086,"ALTON, UT US",5/1/56,0,70,36,50
USC00420086,"ALTON, UT US",5/2/56,0,71,38,53
USC00420086,"ALTON, UT US",5/3/56,0,72,40,55
USC00420086,"ALTON, UT US",5/4/56,0,70,38,55
USC00420086,"ALTON, UT US",5/5/56,0,68,35,50
USC00420086,"ALTON, UT US",5/6/56,0,66,33,48
USC00420086,"ALTON, UT US",5/7/56,0,69,34,40
USC00420086,"ALTON, UT US",5/8/56,0,65,35,48
USC00420086,"ALTON, UT US",5/9/56,0,61,38,48
USC00420086,"ALTON, UT US",5/10/56,0,57,34,40
USC00420086,"ALTON, UT US",5/11/56,0,63,31,47
USC00420086,"ALTON, UT US",5/12/56,0,53,28,34
USC00420086,"ALTON, UT US",5/13/56,0,50,24,33
USC00420086,"ALTON, UT US",5/14/56,0,60,30,41
USC00420086,"ALTON, UT US",5/15/56,0,68,32,45
USC00420086,"ALTON, UT US",5/16/56,0,74,35,56
USC00420086,"ALTON, UT US",5/17/56,0,80,36,59
USC00420086,"ALTON, UT US",5/18/56,0,76,42,57
USC00420086,"ALTON, UT US",5/19/56,0,75,40,55
USC00420086,"ALTON, UT US",5/20/56,0.15,72,41,46
USC00420086,"ALTON, UT US",5/21/56,0,71,40,45
USC00420086,"ALTON, UT US",5/22/56,0,72,38,50
USC00420086,"ALTON, UT US",5/23/56,0.1,73,40,59
USC00420086,"ALTON, UT US",5/24/56,0,76,42,58
USC00420086,"ALTON, UT US",5/25/56,0,74,45,58
USC00420086,"ALTON, UT US",5/26/56,0,72,38,45
USC00420086,"ALTON, UT US",5/27/56,0,67,35,55
USC00420086,"ALTON, UT US",5/28/56,0,61,38,46
USC00420086,"ALTON, UT US",5/29/56,0,,,
USC00420086,"ALTON, UT US",5/30/56,0,73,30,54
USC00420086,"ALTON, UT US",5/31/56,0,79,36,70
USC00420086,"ALTON, UT US",6/1/56,0,75,42,55
USC00420086,"ALTON, UT US",6/2/56,0,82,38,64
USC00420086,"ALTON, UT US",6/3/56,0,81,49,61
USC00420086,"ALTON, UT US",6/4/56,0,72,40,49
USC00420086,"ALTON, UT US",6/5/56,0,75,36,41
USC00420086,"ALTON, UT US",6/6/56,0,79,38,55
USC00420086,"ALTON, UT US",6/7/56,0,82,45,58
USC00420086,"ALTON, UT US",6/8/56,0,82,43,57
USC00420086,"ALTON, UT US",6/9/56,0,82,41,54
USC00420086,"ALTON, UT US",6/10/56,0,85,43,56
USC00420086,"ALTON, UT US",6/11/56,0,87,45,54
USC00420086,"ALTON, UT US",6/12/56,0,85,46,65
USC00420086,"ALTON, UT US",6/13/56,0,81,50,61
USC00420086,"ALTON, UT US",6/14/56,0,79,41,42
USC00420086,"ALTON, UT US",6/15/56,0,73,35,50
USC00420086,"ALTON, UT US",6/16/56,0,76,37,54
USC00420086,"ALTON, UT US",6/17/56,0,80,42,57
USC00420086,"ALTON, UT US",6/18/56,0,80,41,57
