STATION,NAME,DATE,PRCP,TMAX,TMIN,TOBS
USC00420086,"ALTON, UT US",1/1/40,0,48,26,43
USC00420086,"ALTON, UT US",1/2/40,0.01,43,27,37
USC00420086,"ALTON, UT US",1/3/40,0.02,52,23,47
USC00420086,"ALTON, UT US",1/4/40,0.2,47,22,29
USC00420086,"ALTON, UT US",1/5/40,0.05,33,12,23
USC00420086,"ALTON, UT US",1/6/40,0,30,12,23
USC00420086,"ALTON, UT US",1/7/40,0,28,2,26
USC00420086,"ALTON, UT US",1/8/40,0.26,33,23,32
USC00420086,"ALTON, UT US",1/9/40,0.29,35,28,32
USC00420086,"ALTON, UT US",1/10/40,0.06,34,30,32
USC00420086,"ALTON, UT US",1/11/40,0.2,37,26,34
USC00420086,"ALTON, UT US",1/12/40,0.55,36,25,25
USC00420086,"ALTON, UT US",1/13/40,0.03,25,9,21
USC00420086,"ALTON, UT US",1/14/40,0,32,4,26
USC00420086,"ALTON, UT US",1/15/40,0,38,12,27
USC00420086,"ALTON, UT US",1/16/40,0,42,9,32
USC00420086,"ALTON, UT US",1/17/40,0,44,12,35
USC00420086,"ALTON, UT US",1/18/40,0,38,20,28
USC00420086,"ALTON, UT US",1/19/40,0,34,2,30
USC00420086,"ALTON, UT US",1/20/40,0,36,6,29
USC00420086,"ALTON, UT US",1/21/40,0,29,15,22
USC00420086,"ALTON, UT US",1/22/40,0,35,5,23
USC00420086,"ALTON, UT US",1/23/40,0,23,10,22
USC00420086,"ALTON, UT US",1/24/40,0,35,18,32
USC00420086,"ALTON, UT US",1/25/40,0,38,17,32
USC00420086,"ALTON, UT US",1/26/40,0.01,34,21,32
USC00420086,"ALTON, UT US",1/27/40,0,48,26,42
USC00420086,"ALTON, UT US",1/28/40,0,50,23,30
USC00420086,"ALTON, UT US",1/29/40,0,52,22,43
USC00420086,"ALTON, UT US",1/30/40,0,51,20,42
USC00420086,"ALTON, UT US",1/31/40,0,43,30,35
USC00420086,"ALTON, UT US",2/1/40,0.5,37,31,32
USC00420086,"ALTON, UT US",2/2/40,0.31,35,26,30
USC00420086,"ALTON, UT US",2/3/40,0.04,33,28,31
USC00420086,"ALTON, UT US",2/4/40,0.16,38,22,29
USC00420086,"ALTON, UT US",2/5/40,0,34,24,31
USC00420086,"ALTON, UT US",2/6/40,0.01,40,17,31
USC00420086,"ALTON, UT US",2/7/40,0.11,34,24,24
USC00420086,"ALTON, UT US",2/8/40,0,29,17,25
USC00420086,"ALTON, UT US",2/9/40,0,36,11,21
USC00420086,"ALTON, UT US",2/10/40,0,41,21,33
USC00420086,"ALTON, UT US",2/11/40,0,34,20,24
USC00420086,"ALTON, UT US",2/12/40,0,28,7,24
USC00420086,"ALTON, UT US",2/13/40,0,34,4,30
USC00420086,"ALTON, UT US",2/14/40,0.02,33,10,
USC00420086,"ALTON, UT US",2/15/40,0.26,28,21,24
USC00420086,"ALTON, UT US",2/16/40,0,34,16,31
USC00420086,"ALTON, UT US",2/17/40,0,39,9,30
USC00420086,"ALTON, UT US",2/18/40,0.22,32,12,22
USC00420086,"ALTON, UT US",2/19/40,0,30,17,27
USC00420086,"ALTON, UT US",2/20/40,0,40,5,31
USC00420086,"ALTON, UT US",2/21/40,0,38,9,32
USC00420086,"ALTON, UT US",2/22/40,0.15,34,22,31
USC00420086,"ALTON, UT US",2/23/40,0.09,39,29,35
USC00420086,"ALTON, UT US",2/24/40,0,43,21,36
USC00420086,"ALTON, UT US",2/25/40,0,45,22,37
USC00420086,"ALTON, UT US",2/26/40,0.64,45,31,42
USC00420086,"ALTON, UT US",2/27/40,0,47,32,42
USC00420086,"ALTON, UT US",2/28/40,0,50,27,45
USC00420086,"ALTON, UT US",2/29/40,0.06,45,22,31
USC00420086,"ALTON, UT US",3/1/40,0,38,27,35
USC00420086,"ALTON, UT US",3/2/40,0,45,19,33
USC00420086,"ALTON, UT US",3/3/40,0,34,24,32
USC00420086,"ALTON, UT US",3/4/40,0,48,27,42
USC00420086,"ALTON, UT US",3/5/40,0,49,20,40
USC00420086,"ALTON, UT US",3/6/40,0,48,26,39
USC00420086,"ALTON, UT US",3/7/40,0,50,20,40
USC00420086,"ALTON, UT US",3/8/40,0,52,26,45
USC00420086,"ALTON, UT US",3/9/40,0,51,24,47
USC00420086,"ALTON, UT US",3/10/40,0,47,27,38
USC00420086,"ALTON, UT US",3/11/40,0,38,17,23
USC00420086,"ALTON, UT US",3/12/40,0,30,17,27
USC00420086,"ALTON, UT US",3/13/40,0,41,14,34
USC00420086,"ALTON, UT US",3/14/40,0,50,19,43
USC00420086,"ALTON, UT US",3/15/40,0,57,27,51
USC00420086,"ALTON, UT US",3/16/40,0,57,25,48
USC00420086,"ALTON, UT US",3/17/40,0,50,31,44
USC00420086,"ALTON, UT US",3/18/40,0,55,30,50
USC00420086,"ALTON, UT US",3/19/40,0,59,31,54
USC00420086,"ALTON, UT US",3/20/40,0,58,27,51
USC00420086,"ALTON, UT US",3/21/40,0,61,31,51
USC00420086,"ALTON, UT US",3/22/40,0,65,25,36
USC00420086,"ALTON, UT US",3/23/40,0,57,29,55
USC00420086,"ALTON, UT US",3/24/40,0,67,28,58
USC00420086,"ALTON, UT US",3/25/40,0,61,32,48
USC00420086,"ALTON, UT US",3/26/40,0,60,28,53
USC00420086,"ALTON, UT US",3/27/40,0.17,53,36,41
USC00420086,"ALTON, UT US",3/28/40,0,45,20,30
USC00420086,"ALTON, UT US",3/29/40,0,55,23,30
USC00420086,"ALTON, UT US",3/30/40,0,61,28,32
USC00420086,"ALTON, UT US",3/31/40,0,48,29,30
USC00420086,"ALTON, UT US",4/1/40,0.19,47,28,29
USC00420086,"ALTON, UT US",4/2/40,0,40,23,34
USC00420086,"ALTON, UT US",4/3/40,0,46,24,38
USC00420086,"ALTON, UT US",4/4/40,0,50,26,45
USC00420086,"ALTON, UT US",4/5/40,0,57,27,44
USC00420086,"ALTON, UT US",4/6/40,0,50,29,37
USC00420086,"ALTON, UT US",4/7/40,0,54,27,38
USC00420086,"ALTON, UT US",4/8/40,0,61,28,53
USC00420086,"ALTON, UT US",4/9/40,0,54,29,50
USC00420086,"ALTON, UT US",4/10/40,0,55,39,50
USC00420086,"ALTON, UT US",4/11/40,0,59,27,47
USC00420086,"ALTON, UT US",4/12/40,0,66,36,55
USC00420086,"ALTON, UT US",4/13/40,0,68,33,41
USC00420086,"ALTON, UT US",4/14/40,0,66,34,62
USC00420086,"ALTON, UT US",4/15/40,0,62,32,41
USC00420086,"ALTON, UT US",4/16/40,0,62,30,42
USC00420086,"ALTON, UT US",4/17/40,0,41,31,44
USC00420086,"ALTON, UT US",4/18/40,0,68,30,50
USC00420086,"ALTON, UT US",4/19/40,0,69,33,54
USC00420086,"ALTON, UT US",4/20/40,0,72,30,56
USC00420086,"ALTON, UT US",4/21/40,0,67,34,55
USC00420086,"ALTON, UT US",4/22/40,0,65,38,55
USC00420086,"ALTON, UT US",4/23/40,0.04,60,35,51
USC00420086,"ALTON, UT US",4/24/40,0.14,58,38,47
USC00420086,"ALTON, UT US",4/25/40,0.08,57,32,51
USC00420086,"ALTON, UT US",4/26/40,0.03,52,36,37
USC00420086,"ALTON, UT US",4/27/40,0,43,25,35
USC00420086,"ALTON, UT US",4/28/40,0,55,24,44
USC00420086,"ALTON, UT US",4/29/40,0,56,30,50
USC00420086,"ALTON, UT US",5/1/40,0,68,35,64
USC00420086,"ALTON, UT US",5/2/40,0,72,38,60
USC00420086,"ALTON, UT US",5/3/40,0,71,34,61
USC00420086,"ALTON, UT US",5/4/40,0,70,30,34
USC00420086,"ALTON, UT US",5/5/40,0,67,33,60
USC00420086,"ALTON, UT US",5/6/40,0,65,30,62
USC00420086,"ALTON, UT US",5/7/40,0,65,32,54
USC00420086,"ALTON, UT US",5/8/40,0,71,43,58
USC00420086,"ALTON, UT US",5/9/40,0,72,43,55
USC00420086,"ALTON, UT US",5/10/40,0,74,39,68
USC00420086,"ALTON, UT US",5/11/40,0,73,43,61
USC00420086,"ALTON, UT US",5/12/40,0,73,43,65
USC00420086,"ALTON, UT US",5/13/40,0,71,39,62
USC00420086,"ALTON, UT US",5/14/40,0,76,43,68
USC00420086,"ALTON, UT US",5/15/40,0,76,42,54
USC00420086,"ALTON, UT US",5/16/40,0,68,39,54
USC00420086,"ALTON, UT US",5/17/40,0.07,61,40,49
USC00420086,"ALTON, UT US",5/18/40,0.2,61,40,49
USC00420086,"ALTON, UT US",5/19/40,0,67,40,46
USC00420086,"ALTON, UT US",5/20/40,0,69,35,53
USC00420086,"ALTON, UT US",5/21/40,0,70,35,55
USC00420086,"ALTON, UT US",5/22/40,0,69,39,55
USC00420086,"ALTON, UT US",5/23/40,0.09,69,38,56
USC00420086,"ALTON, UT US",5/24/40,0,70,38,54
USC00420086,"ALTON, UT US",5/25/40,0,72,38,52
USC00420086,"ALTON, UT US",5/26/40,0,75,38,62
USC00420086,"ALTON, UT US",5/27/40,0,70,35,61
USC00420086,"ALTON, UT US",5/28/40,0,70,38,59
USC00420086,"ALTON, UT US",5/29/40,0,68,38,62
USC00420086,"ALTON, UT US",5/30/40,0,73,36,64
USC00420086,"ALTON, UT US",5/31/40,0,75,37,44
USC00420086,"ALTON, UT US",6/1/40,0,75,38,65
USC00420086,"ALTON, UT US",6/2/40,0,74,37,62
USC00420086,"ALTON, UT US",6/3/40,0,71,37,63
USC00420086,"ALTON, UT US",6/4/40,0,73,38,62
USC00420086,"ALTON, UT US",6/5/40,0,67,37,57
USC00420086,"ALTON, UT US",6/6/40,0,71,43,61
USC00420086,"ALTON, UT US",6/7/40,0,74,41,50
USC00420086,"ALTON, UT US",6/8/40,0,70,44,62
USC00420086,"ALTON, UT US",6/9/40,0,68,44,60
USC00420086,"ALTON, UT US",6/10/40,0,74,45,66
USC00420086,"ALTON, UT US",6/11/40,0,81,45,65
USC00420086,"ALTON, UT US",6/12/40,0,83,53,66
USC00420086,"ALTON, UT US",6/13/40,0,86,54,72
USC00420086,"ALTON, UT US",6/14/40,0,87,65,74
USC00420086,"ALTON, UT US",6/15/40,0.01,86,62,76
USC00420086,"ALTON, UT US",6/16/40,0.04,83,56,62
USC00420086,"ALTON, UT US",6/17/40,0,85,54,5
USC00420086,"ALTON, UT US",6/18/40,0,89,55,78
USC00420086,"ALTON, UT US",6/19/40,0,90,52,62
USC00420086,"ALTON, UT US",6/20/40,0,84,50,71
USC00420086,"ALTON, UT US",6/21/40,0,82,48,66
USC00420086,"ALTON, UT US",6/22/40,0,81,52,65
USC00420086,"ALTON, UT US",6/23/40,0,83,49,71
USC00420086,"ALTON, UT US",6/24/40,0,84,52,60
USC00420086,"ALTON, UT US",6/25/40,0,85,49,75
USC00420086,"ALTON, UT US",6/26/40,0.04,81,49,70
USC00420086,"ALTON, UT US",6/27/40,0,82,45,65
USC00420086,"ALTON, UT US",6/28/40,0,81,48,66
USC00420086,"ALTON, UT US",6/29/40,0.12,71,48,56
USC00420086,"ALTON, UT US",6/30/40,0.04,69,45,57
USC00420086,"ALTON, UT US",7/1/40,0.06,74,45,53
USC00420086,"ALTON, UT US",7/2/40,0.02,77,48,66
USC00420086,"ALTON, UT US",7/3/40,0,82,54,62
USC00420086,"ALTON, UT US",7/4/40,0,85,52,67
USC00420086,"ALTON, UT US",7/5/40,0,86,46,74
USC00420086,"ALTON, UT US",7/6/40,0,87,51,77
USC00420086,"ALTON, UT US",7/7/40,0,86,50,80
USC00420086,"ALTON, UT US",7/8/40,0,84,50,61
USC00420086,"ALTON, UT US",7/9/40,0,85,48,65
USC00420086,"ALTON, UT US",7/10/40,0,84,47,75
USC00420086,"ALTON, UT US",7/11/40,0,84,48,78
USC00420086,"ALTON, UT US",7/12/40,0,85,51,67
USC00420086,"ALTON, UT US",7/13/40,0,82,50,70
USC00420086,"ALTON, UT US",7/14/40,0,82,50,70
USC00420086,"ALTON, UT US",7/15/40,0.1,80,51,60
USC00420086,"ALTON, UT US",7/16/40,0.22,67,47,58
USC00420086,"ALTON, UT US",7/17/40,0,67,44,61
USC00420086,"ALTON, UT US",7/18/40,0,73,44,63
USC00420086,"ALTON, UT US",7/19/40,0,73,41,71
USC00420086,"ALTON, UT US",7/20/40,0,78,43,72
USC00420086,"ALTON, UT US",7/21/40,0,82,51,73
USC00420086,"ALTON, UT US",7/22/40,0,84,48,78
USC00420086,"ALTON, UT US",7/23/40,0,87,52,81
USC00420086,"ALTON, UT US",7/24/40,0,89,58,81
USC00420086,"ALTON, UT US",7/25/40,0,85,55,75
USC00420086,"ALTON, UT US",7/26/40,0,81,50,73
USC00420086,"ALTON, UT US",7/27/40,0,79,49,73
USC00420086,"ALTON, UT US",7/28/40,0,81,45,69
USC00420086,"ALTON, UT US",7/29/40,0,81,69,72
USC00420086,"ALTON, UT US",7/30/40,0,81,45,74
USC00420086,"ALTON, UT US",7/31/40,0,81,44,74
USC00420086,"ALTON, UT US",8/1/40,0,83,47,72
USC00420086,"ALTON, UT US",8/2/40,0,83,45,75
USC00420086,"ALTON, UT US",8/3/40,0,84,47,76
USC00420086,"ALTON, UT US",8/4/40,0,85,48,78
USC00420086,"ALTON, UT US",8/5/40,0.07,80,53,65
USC00420086,"ALTON, UT US",8/6/40,0,78,47,63
USC00420086,"ALTON, UT US",8/7/40,0.02,79,54,72
USC00420086,"ALTON, UT US",8/8/40,0,84,50,67
USC00420086,"ALTON, UT US",8/9/40,0,87,55,82
USC00420086,"ALTON, UT US",8/10/40,0,89,56,78
USC00420086,"ALTON, UT US",8/11/40,0,90,54,78
USC00420086,"ALTON, UT US",8/12/40,0,90,52,73
USC00420086,"ALTON, UT US",8/13/40,0,87,53,69
USC00420086,"ALTON, UT US",8/14/40,0,86,50,70
USC00420086,"ALTON, UT US",8/15/40,0.05,83,49,65
USC00420086,"ALTON, UT US",8/16/40,0,83,47,78
USC00420086,"ALTON, UT US",8/17/40,0,85,53,69
USC00420086,"ALTON, UT US",8/18/40,0.12,83,51,67
USC00420086,"ALTON, UT US",8/19/40,0,81,50,72
USC00420086,"ALTON, UT US",8/20/40,0,79,49,73
USC00420086,"ALTON, UT US",8/21/40,0.18,78,52,62
USC00420086,"ALTON, UT US",8/22/40,0.02,87,52,61
USC00420086,"ALTON, UT US",8/23/40,0.16,68,50,57
USC00420086,"ALTON, UT US",8/24/40,0.37,68,50,57
USC00420086,"ALTON, UT US",8/25/40,0.02,65,47,51
USC00420086,"ALTON, UT US",8/26/40,0,72,40,66
USC00420086,"ALTON, UT US",8/27/40,0,76,41,70
USC00420086,"ALTON, UT US",8/28/40,0,76,45,65
USC00420086,"ALTON, UT US",8/29/40,0,81,48,72
USC00420086,"ALTON, UT US",8/30/40,0,83,49,73
USC00420086,"ALTON, UT US",8/31/40,0,84,48,74
USC00420086,"ALTON, UT US",9/1/40,0,84,46,66
USC00420086,"ALTON, UT US",9/2/40,0.38,66,50,55
USC00420086,"ALTON, UT US",9/3/40,0.05,66,48,58
USC00420086,"ALTON, UT US",9/4/40,0.02,68,42,6
USC00420086,"ALTON, UT US",9/5/40,0,72,48,65
USC00420086,"ALTON, UT US",9/6/40,0.44,67,45,55
USC00420086,"ALTON, UT US",9/7/40,0.56,72,51,54
USC00420086,"ALTON, UT US",9/8/40,0.01,71,53,59
USC00420086,"ALTON, UT US",9/9/40,0,75,46,67
USC00420086,"ALTON, UT US",9/10/40,0,76,45,67
USC00420086,"ALTON, UT US",9/11/40,0.03,70,48,61
USC00420086,"ALTON, UT US",9/12/40,0.12,70,53,60
USC00420086,"ALTON, UT US",9/13/40,0.57,61,47,61
USC00420086,"ALTON, UT US",9/14/40,0.12,67,45,62
USC00420086,"ALTON, UT US",9/15/40,0,68,40,56
USC00420086,"ALTON, UT US",9/16/40,0.09,64,38,54
USC00420086,"ALTON, UT US",9/17/40,1.61,54,45,47
USC00420086,"ALTON, UT US",9/18/40,0.22,62,44,55
USC00420086,"ALTON, UT US",9/19/40,0,62,49,55
USC00420086,"ALTON, UT US",9/20/40,0,63,43,57
USC00420086,"ALTON, UT US",9/21/40,0,68,42,62
USC00420086,"ALTON, UT US",9/22/40,0,65,43,51
USC00420086,"ALTON, UT US",9/23/40,0,64,40,50
USC00420086,"ALTON, UT US",9/24/40,0,67,38,53
USC00420086,"ALTON, UT US",9/25/40,0,68,41,56
USC00420086,"ALTON, UT US",9/26/40,0,69,41,58
USC00420086,"ALTON, UT US",9/27/40,0,68,42,63
USC00420086,"ALTON, UT US",9/28/40,0.02,65,35,61
USC00420086,"ALTON, UT US",9/29/40,0.04,70,35,55
USC00420086,"ALTON, UT US",9/30/40,0,61,35,58
USC00420086,"ALTON, UT US",10/1/40,0,61,34,53
USC00420086,"ALTON, UT US",10/2/40,0,64,38,50
USC00420086,"ALTON, UT US",10/3/40,0,64,39,57
USC00420086,"ALTON, UT US",10/4/40,0,58,27,47
USC00420086,"ALTON, UT US",10/5/40,0,59,40,48
USC00420086,"ALTON, UT US",10/6/40,0.36,59,34,53
USC00420086,"ALTON, UT US",10/7/40,0,53,34,53
USC00420086,"ALTON, UT US",10/8/40,0,61,40,59
USC00420086,"ALTON, UT US",10/9/40,0,59,34,51
USC00420086,"ALTON, UT US",10/10/40,0,64,41,56
USC00420086,"ALTON, UT US",10/11/40,0,67,35,52
USC00420086,"ALTON, UT US",10/12/40,0,70,34,61
USC00420086,"ALTON, UT US",10/13/40,0,70,34,60
USC00420086,"ALTON, UT US",10/14/40,0,70,40,55
USC00420086,"ALTON, UT US",10/15/40,0,70,32,66
USC00420086,"ALTON, UT US",10/16/40,0,69,35,67
USC00420086,"ALTON, UT US",10/17/40,0,69,35,54
USC00420086,"ALTON, UT US",10/18/40,0,69,38,56
USC00420086,"ALTON, UT US",10/19/40,0,70,36,65
USC00420086,"ALTON, UT US",10/20/40,0,70,35,60
USC00420086,"ALTON, UT US",10/21/40,0,69,34,45
USC00420086,"ALTON, UT US",10/22/40,0,65,40,57
USC00420086,"ALTON, UT US",10/23/40,0,65,35,55
USC00420086,"ALTON, UT US",10/24/40,0,61,35,55
USC00420086,"ALTON, UT US",10/25/40,0.01,62,32,49
USC00420086,"ALTON, UT US",10/26/40,0.74,49,29,29
USC00420086,"ALTON, UT US",10/27/40,0.32,34,26,32
USC00420086,"ALTON, UT US",10/28/40,0,42,24,34
USC00420086,"ALTON, UT US",10/29/40,0,43,25,40
USC00420086,"ALTON, UT US",10/30/40,0,47,27,39
USC00420086,"ALTON, UT US",11/1/40,0,55,25,45
USC00420086,"ALTON, UT US",11/2/40,0,55,26,40
USC00420086,"ALTON, UT US",11/3/40,0,48,32,38
USC00420086,"ALTON, UT US",11/4/40,0,61,20,35
USC00420086,"ALTON, UT US",11/5/40,0,46,19,31
USC00420086,"ALTON, UT US",11/6/40,0,55,21,47
USC00420086,"ALTON, UT US",11/7/40,0,55,24,45
USC00420086,"ALTON, UT US",11/8/40,0.05,55,24,42
USC00420086,"ALTON, UT US",11/9/40,0,55,22,35
USC00420086,"ALTON, UT US",11/10/40,0.05,35,19,24
USC00420086,"ALTON, UT US",11/11/40,0,40,12,34
USC00420086,"ALTON, UT US",11/12/40,0,42,19,25
USC00420086,"ALTON, UT US",11/13/40,0,44,23,25
USC00420086,"ALTON, UT US",11/14/40,0,52,15,28
USC00420086,"ALTON, UT US",11/15/40,0,48,,40
USC00420086,"ALTON, UT US",11/16/40,0,45,18,41
USC00420086,"ALTON, UT US",11/17/40,0,47,23,40
USC00420086,"ALTON, UT US",11/18/40,0.45,48,31,32
USC00420086,"ALTON, UT US",11/19/40,0.1,33,26,26
USC00420086,"ALTON, UT US",11/20/40,0,34,23,31
USC00420086,"ALTON, UT US",11/21/40,0,33,22,28
USC00420086,"ALTON, UT US",11/22/40,0,29,12,21
USC00420086,"ALTON, UT US",11/23/40,0,30,12,28
USC00420086,"ALTON, UT US",11/24/40,0,45,18,31
USC00420086,"ALTON, UT US",11/25/40,0,38,21,35
USC00420086,"ALTON, UT US",11/26/40,0,35,19,31
USC00420086,"ALTON, UT US",11/27/40,0,45,16,35
USC00420086,"ALTON, UT US",11/28/40,0,48,25,36
USC00420086,"ALTON, UT US",11/29/40,0,54,25,45
USC00420086,"ALTON, UT US",11/30/40,0,53,25,46
USC00420086,"ALTON, UT US",12/1/40,0,55,28,45
USC00420086,"ALTON, UT US",12/2/40,0,56,29,44
USC00420086,"ALTON, UT US",12/3/40,0,57,22,35
USC00420086,"ALTON, UT US",12/4/40,0,57,22,40
USC00420086,"ALTON, UT US",12/5/40,0,55,21,39
USC00420086,"ALTON, UT US",12/6/40,0,53,23,48
USC00420086,"ALTON, UT US",12/7/40,0,59,19,37
USC00420086,"ALTON, UT US",12/8/40,0,62,26,39
USC00420086,"ALTON, UT US",12/9/40,0,53,25,40
USC00420086,"ALTON, UT US",12/10/40,0,49,32,38
USC00420086,"ALTON, UT US",12/11/40,0,43,17,30
USC00420086,"ALTON, UT US",12/12/40,0.83,30,16,29
USC00420086,"ALTON, UT US",12/13/40,0,29,-1,7
USC00420086,"ALTON, UT US",12/14/40,0,25,-8,11
USC00420086,"ALTON, UT US",12/15/40,0,34,-1,25
USC00420086,"ALTON, UT US",12/16/40,0,26,5,23
USC00420086,"ALTON, UT US",12/17/40,0.64,33,22,32
USC00420086,"ALTON, UT US",12/18/40,0.02,33,23,31
USC00420086,"ALTON, UT US",12/19/40,0,39,27,27
USC00420086,"ALTON, UT US",12/20/40,0,36,8,30
USC00420086,"ALTON, UT US",12/21/40,0,36,10,29
USC00420086,"ALTON, UT US",12/22/40,0,35,9,27
USC00420086,"ALTON, UT US",12/23/40,0.48,32,16,28
USC00420086,"ALTON, UT US",12/24/40,0.57,33,28,31
USC00420086,"ALTON, UT US",12/25/40,0.1,33,16,31
USC00420086,"ALTON, UT US",12/26/40,0,45,13,28
USC00420086,"ALTON, UT US",12/27/40,0,42,16,27
USC00420086,"ALTON, UT US",12/28/40,0,41,25,26
USC00420086,"ALTON, UT US",12/29/40,0.19,36,26,32
USC00420086,"ALTON, UT US",12/30/40,0.18,35,24,32
USC00420086,"ALTON, UT US",12/31/40,0.08,35,24,28
USC00420086,"ALTON, UT US",1/1/41,0,37,5,26
USC00420086,"ALTON, UT US",1/2/41,0,36,0,23
USC00420086,"ALTON, UT US",1/3/41,0,38,1,24
USC00420086,"ALTON, UT US",1/4/41,0,32,-2,25
USC00420086,"ALTON, UT US",1/5/41,0.09,30,21,28
USC00420086,"ALTON, UT US",1/6/41,0,31,3,26
USC00420086,"ALTON, UT US",1/7/41,0,25,,24
USC00420086,"ALTON, UT US",1/8/41,0,50,14,36
USC00420086,"ALTON, UT US",1/9/41,0,50,25,40
USC00420086,"ALTON, UT US",1/10/41,0,45,26,38
USC00420086,"ALTON, UT US",1/11/41,0.04,41,31,35
USC00420086,"ALTON, UT US",1/12/41,0,42,26,32
USC00420086,"ALTON, UT US",1/13/41,0,44,23,38
USC00420086,"ALTON, UT US",1/14/41,0.09,38,22,28
USC00420086,"ALTON, UT US",1/15/41,0,42,12,23
USC00420086,"ALTON, UT US",1/16/41,0,28,14,25
USC00420086,"ALTON, UT US",1/17/41,0,36,5,31
USC00420086,"ALTON, UT US",1/18/41,0,41,11,33
USC00420086,"ALTON, UT US",1/19/41,0,42,15,32
USC00420086,"ALTON, UT US",1/20/41,0,40,18,32
USC00420086,"ALTON, UT US",1/21/41,0,40,13,31
USC00420086,"ALTON, UT US",1/22/41,0.21,32,25,26
USC00420086,"ALTON, UT US",1/23/41,0,35,4,28
USC00420086,"ALTON, UT US",1/24/41,0.44,32,24,32
USC00420086,"ALTON, UT US",1/25/41,0,34,9,31
USC00420086,"ALTON, UT US",1/26/41,0,36,22,30
USC00420086,"ALTON, UT US",1/27/41,0,40,22,30
USC00420086,"ALTON, UT US",1/28/41,0.12,43,27,35
USC00420086,"ALTON, UT US",1/29/41,0.1,40,24,35
USC00420086,"ALTON, UT US",1/30/41,0,36,16,31
USC00420086,"ALTON, UT US",1/31/41,0,41,19,32
USC00420086,"ALTON, UT US",2/1/41,0,44,12,34
USC00420086,"ALTON, UT US",2/2/41,0,42,19,33
USC00420086,"ALTON, UT US",2/3/41,0,47,9,32
USC00420086,"ALTON, UT US",2/4/41,0,48,13,31
USC00420086,"ALTON, UT US",2/5/41,0,49,17,38
USC00420086,"ALTON, UT US",2/6/41,0.07,40,19,32
USC00420086,"ALTON, UT US",2/7/41,0.37,39,26,33
USC00420086,"ALTON, UT US",2/8/41,0,42,27,32
USC00420086,"ALTON, UT US",2/9/41,0,40,17,31
USC00420086,"ALTON, UT US",2/10/41,0,47,27,27
USC00420086,"ALTON, UT US",2/11/41,0.2,43,27,33
USC00420086,"ALTON, UT US",2/12/41,0.25,40,26,36
USC00420086,"ALTON, UT US",2/13/41,0,42,29,32
USC00420086,"ALTON, UT US",2/14/41,0,45,19,30
USC00420086,"ALTON, UT US",2/15/41,0.18,42,28,36
USC00420086,"ALTON, UT US",2/16/41,0,46,26,28
USC00420086,"ALTON, UT US",2/17/41,0.01,45,28,38
USC00420086,"ALTON, UT US",2/18/41,0,42,25,35
USC00420086,"ALTON, UT US",2/19/41,0.12,42,23,35
USC00420086,"ALTON, UT US",2/20/41,0.14,38,30,34
USC00420086,"ALTON, UT US",2/21/41,0.18,42,31,35
USC00420086,"ALTON, UT US",2/22/41,0.09,42,27,34
USC00420086,"ALTON, UT US",2/23/41,0,43,25,35
USC00420086,"ALTON, UT US",2/24/41,0.2,35,29,32
USC00420086,"ALTON, UT US",2/25/41,0.02,40,19,35
USC00420086,"ALTON, UT US",2/26/41,0,44,18,36
USC00420086,"ALTON, UT US",2/27/41,0,43,20,34
USC00420086,"ALTON, UT US",2/28/41,0,48,29,41
USC00420086,"ALTON, UT US",3/1/41,0.67,43,31,35
USC00420086,"ALTON, UT US",3/2/41,0.34,35,27,32
USC00420086,"ALTON, UT US",3/3/41,0.41,37,9,33
USC00420086,"ALTON, UT US",3/4/41,0.11,36,20,31
USC00420086,"ALTON, UT US",3/5/41,0.34,40,27,34
USC00420086,"ALTON, UT US",3/6/41,0,40,24,34
USC00420086,"ALTON, UT US",3/7/41,0,42,22,34
USC00420086,"ALTON, UT US",3/8/41,0,52,16,40
USC00420086,"ALTON, UT US",3/9/41,0,40,25,33
USC00420086,"ALTON, UT US",3/10/41,0,47,11,34
USC00420086,"ALTON, UT US",3/11/41,0,52,15,40
USC00420086,"ALTON, UT US",3/12/41,0,42,27,42
USC00420086,"ALTON, UT US",3/13/41,0.34,43,30,36
USC00420086,"ALTON, UT US",3/14/41,0.35,40,26,26
USC00420086,"ALTON, UT US",3/15/41,0.15,37,19,32
USC00420086,"ALTON, UT US",3/16/41,0,48,20,42
USC00420086,"ALTON, UT US",3/17/41,0,53,24,40
USC00420086,"ALTON, UT US",3/18/41,0,52,24,41
USC00420086,"ALTON, UT US",3/19/41,0,51,24,43
USC00420086,"ALTON, UT US",3/20/41,0,43,30,35
USC00420086,"ALTON, UT US",3/21/41,0,45,30,41
USC00420086,"ALTON, UT US",3/22/41,0,54,28,43
USC00420086,"ALTON, UT US",3/23/41,0,45,22,28
USC00420086,"ALTON, UT US",3/24/41,0,40,16,32
USC00420086,"ALTON, UT US",3/25/41,0.02,40,24,35
USC00420086,"ALTON, UT US",3/26/41,0,52,23,43
USC00420086,"ALTON, UT US",3/27/41,0,49,21,38
USC00420086,"ALTON, UT US",3/28/41,0,53,30,41
USC00420086,"ALTON, UT US",3/29/41,0.03,45,31,40
USC00420086,"ALTON, UT US",3/30/41,0,55,22,42
USC00420086,"ALTON, UT US",3/31/41,0,54,26,34
USC00420086,"ALTON, UT US",4/1/41,0.5,37,27,34
USC00420086,"ALTON, UT US",4/2/41,0.16,39,29,33
USC00420086,"ALTON, UT US",4/3/41,0,46,21,42
